Id,SalePrice
1461,117620.47
1462,173147.62
1463,150012.98
1464,170785.5
1465,216528.12
1466,166688.23
1467,159922.22
1468,158301.2
1469,194846.94
1470,116991.02
1471,201886.03
1472,110695.87
1473,119131.35
1474,160372.42
1475,148496.58
1476,342977.22
1477,263467.8
1478,286596.75
1479,276988.78
1480,426751.7
1481,293694.53
1482,225879.44
1483,173613.45
1484,179723.64
1485,160682.84
1486,197224.97
1487,304933.38
1488,249257.75
1489,197787.61
1490,188575.56
1491,192749.25
1492,118188.8
1493,161481.3
1494,272649.66
1495,273513.62
1496,214396.86
1497,194202.34
1498,128678.36
1499,160095.62
1500,140321.14
1501,159340.48
1502,152323.78
1503,246787.02
1504,232708.89
1505,214812.47
1506,226125.73
1507,235313.72
1508,212867.73
1509,163246.9
1510,141635.0
1511,107247.8
1512,169238.78
1513,114153.5
1514,143197.27
1515,204855.17
1516,162912.2
1517,151959.1
1518,179048.53
1519,213565.64
1520,133128.77
1521,139150.03
1522,183292.02
1523,118205.36
1524,119963.37
1525,118982.62
1526,100567.234
1527,118366.734
1528,145283.81
1529,136187.19
1530,179455.62
1531,89110.875
1532,117546.164
1533,152626.19
1534,147165.19
1535,153480.36
1536,132650.83
1537,94394.55
1538,199006.0
1539,241026.12
1540,162023.12
1541,154961.42
1542,150791.36
1543,224200.17
1544,117064.13
1545,114717.31
1546,134953.33
1547,136051.38
1548,153671.38
1549,119011.695
1550,145467.44
1551,150509.95
1552,142232.67
1553,161141.88
1554,144124.38
1555,174514.0
1556,110070.79
1557,115795.18
1558,123999.734
1559,112480.27
1560,121881.48
1561,179245.98
1562,117672.25
1563,117591.17
1564,152886.03
1565,131159.06
1566,207512.16
1567,117407.766
1568,199210.89
1569,107722.89
1570,132706.73
1571,119113.914
1572,135900.47
1573,180629.05
1574,118658.48
1575,205329.33
1576,181801.47
1577,186925.98
1578,153307.27
1579,117862.55
1580,196394.9
1581,122807.79
1582,117583.66
1583,297629.44
1584,225778.86
1585,127969.695
1586,113191.875
1587,77823.57
1588,138194.28
1589,95992.55
1590,147252.44
1591,116942.266
1592,140875.72
1593,128652.02
1594,149344.92
1595,149380.62
1596,246755.62
1597,182173.56
1598,176127.17
1599,187293.84
1600,207280.72
1601,107440.69
1602,110597.945
1603,91614.39
1604,252126.11
1605,239976.53
1606,168150.53
1607,242955.27
1608,199175.11
1609,197395.06
1610,120936.26
1611,136617.11
1612,160890.06
1613,152427.75
1614,117540.54
1615,118480.14
1616,118480.14
1617,118480.14
1618,101593.96
1619,117610.53
1620,253273.55
1621,121699.07
1622,140250.28
1623,267900.2
1624,190907.58
1625,130911.65
1626,185042.83
1627,171799.4
1628,258316.8
1629,173481.3
1630,352958.3
1631,234296.34
1632,257551.17
1633,161086.42
1634,173522.8
1635,157670.53
1636,160610.8
1637,172687.72
1638,197226.61
1639,198262.33
1640,258802.12
1641,186904.34
1642,208666.0
1643,238109.42
1644,230521.53
1645,180822.64
1646,154349.33
1647,183519.88
1648,110419.2
1649,124465.555
1650,95010.12
1651,117002.27
1652,123539.75
1653,123539.75
1654,162926.02
1655,171829.06
1656,160372.42
1657,162926.02
1658,160372.42
1659,148496.58
1660,122314.914
1661,381282.84
1662,349149.28
1663,329201.16
1664,439414.84
1665,291624.6
1666,271696.28
1667,279896.5
1668,277528.75
1669,265089.1
1670,299348.3
1671,242770.77
1672,386359.88
1673,283523.66
1674,250026.75
1675,177146.16
1676,171828.2
1677,200515.42
1678,408227.78
1679,327002.62
1680,334468.5
1681,258324.67
1682,262434.44
1683,205772.84
1684,178046.12
1685,157847.25
1686,186738.9
1687,160682.84
1688,192770.5
1689,190009.88
1690,181989.12
1691,170931.53
1692,236326.64
1693,160682.84
1694,160930.64
1695,163473.0
1696,244220.08
1697,163473.0
1698,306206.66
1699,306808.06
1700,225203.5
1701,263455.3
1702,260317.47
1703,253746.94
1704,261111.36
1705,231854.02
1706,389691.1
1707,223163.45
1708,205461.16
1709,266247.25
1710,230431.34
1711,226214.97
1712,302102.84
1713,232008.64
1714,221150.6
1715,191660.06
1716,184780.6
1717,177421.27
1718,156804.23
1719,200846.42
1720,240633.78
1721,174840.75
1722,130357.086
1723,132515.97
1724,225015.81
1725,221031.92
1726,172750.8
1727,174444.67
1728,183448.27
1729,150865.28
1730,150402.03
1731,119532.09
1732,117591.17
1733,117591.17
1734,60844.02
1735,117561.164
1736,117561.164
1737,302392.62
1738,203717.97
1739,294791.1
1740,235529.06
1741,161596.8
1742,159340.48
1743,176343.94
1744,260052.83
1745,235713.6
1746,230347.45
1747,211261.05
1748,227312.3
1749,149721.27
1750,143465.81
1751,227760.94
1752,117591.17
1753,144945.64
1754,183513.5
1755,169547.73
1756,116983.52
1757,117591.17
1758,120525.18
1759,160630.1
1760,149376.62
1761,99706.99
1762,168121.7
1763,181591.12
1764,118158.46
1765,207292.72
1766,187017.0
1767,198628.31
1768,134254.48
1769,195389.47
1770,143775.66
1771,91678.94
1772,155971.33
1773,96757.46
1774,206390.61
1775,147628.98
1776,119129.79
1777,117635.54
1778,123200.31
1779,105609.21
1780,178386.39
1781,138576.56
1782,116458.36
1783,126897.805
1784,118947.06
1785,126114.06
1786,182993.62
1787,183605.03
1788,119488.04
1789,118046.055
1790,116834.72
1791,236492.42
1792,178021.98
1793,145526.33
1794,137020.08
1795,151738.72
1796,121952.49
1797,95210.72
1798,123985.31
1799,117673.664
1800,119698.08
1801,116566.73
1802,114418.93
1803,174434.66
1804,117543.04
1805,146004.19
1806,156887.69
1807,190178.89
1808,120793.89
1809,126297.63
1810,135363.06
1811,120382.89
1812,133955.42
1813,127903.74
1814,95192.93
1815,125025.86
1816,118227.695
1817,113353.52
1818,191348.95
1819,140992.98
1820,117708.29
1821,117983.16
1822,157511.6
1823,98023.27
1824,166097.6
1825,128512.44
1826,119613.52
1827,100029.66
1828,148702.8
1829,126418.836
1830,184334.25
1831,201542.27
1832,163379.53
1833,179548.33
1834,142814.48
1835,211813.56
1836,185168.56
1837,86103.16
1838,149553.31
1839,117609.27
1840,123788.47
1841,135556.34
1842,112792.98
1843,106129.39
1844,125317.65
1845,143434.44
1846,126114.625
1847,170480.64
1848,124606.016
1849,121547.48
1850,126497.336
1851,164159.53
1852,127967.695
1853,127315.336
1854,169486.78
1855,140904.17
1856,215535.6
1857,136121.19
1858,111603.92
1859,78517.89
1860,124957.914
1861,77403.13
1862,321439.56
1863,321439.56
1864,321439.56
1865,281439.16
1866,289507.6
1867,236062.0
1868,279105.75
1869,193449.98
1870,213826.64
1871,239179.12
1872,152965.28
1873,225913.31
1874,120218.91
1875,211799.25
1876,179496.42
1877,209217.39
1878,192712.56
1879,117564.29
1880,117559.92
1881,225213.72
1882,255713.16
1883,196524.92
1884,208590.61
1885,238353.72
1886,277464.5
1887,207019.69
1888,248863.23
1889,148040.92
1890,117299.5
1891,129342.15
1892,116994.76
1893,142683.61
1894,186771.11
1895,156089.45
1896,125483.67
1897,108304.12
1898,137229.58
1899,146735.27
1900,158709.6
1901,141885.03
1902,145553.61
1903,241718.81
1904,106759.46
1905,198238.61
