Id,SalePrice
1461,124107.195
1462,165327.11
1463,157552.81
1464,171911.64
1465,222992.45
1466,168764.73
1467,165654.0
1468,163442.36
1469,182025.06
1470,109266.766
1471,200507.39
1472,119553.84
1473,120036.336
1474,165089.67
1475,150261.92
1476,368957.4
1477,278517.38
1478,306960.22
1479,289066.2
1480,436513.75
1481,310786.84
1482,233964.1
1483,174616.44
1484,179765.06
1485,164781.42
1486,198601.89
1487,324171.72
1488,261393.22
1489,205148.66
1490,183451.17
1491,192631.56
1492,125911.96
1493,155666.23
1494,294504.1
1495,294273.47
1496,215338.58
1497,194560.44
1498,154041.62
1499,165543.5
1500,150565.77
1501,163979.8
1502,159647.56
1503,257464.6
1504,246315.62
1505,215826.17
1506,223898.33
1507,240641.06
1508,213171.16
1509,157035.06
1510,144630.47
1511,132461.94
1512,170667.06
1513,129966.8
1514,149409.38
1515,198744.45
1516,166151.39
1517,151588.12
1518,176438.36
1519,214363.3
1520,139289.64
1521,143061.25
1522,170722.53
1523,121773.875
1524,128912.06
1525,129052.43
1526,107262.63
1527,103661.27
1528,146994.86
1529,141205.38
1530,169379.28
1531,101585.836
1532,126897.23
1533,151612.17
1534,148136.34
1535,150990.58
1536,138581.7
1537,72775.234
1538,201701.56
1539,259137.88
1540,156257.0
1541,152288.6
1542,149228.77
1543,218822.72
1544,102262.35
1545,115235.31
1546,139133.31
1547,139974.48
1548,151860.1
1549,118532.516
1550,154552.05
1551,150933.9
1552,142491.52
1553,156327.62
1554,145630.98
1555,173427.5
1556,118736.91
1557,138209.89
1558,131268.45
1559,112548.34
1560,146947.48
1561,176357.05
1562,123472.36
1563,122586.81
1564,151587.6
1565,136275.27
1566,197233.05
1567,99012.47
1568,196981.5
1569,128707.766
1570,137949.67
1571,125523.555
1572,141025.77
1573,184020.4
1574,146099.23
1575,194643.36
1576,178894.92
1577,184489.17
1578,159487.95
1579,125950.516
1580,197390.95
1581,132285.23
1582,123305.21
1583,308083.72
1584,234050.78
1585,136026.61
1586,91989.4
1587,82655.75
1588,142462.56
1589,90021.76
1590,148458.22
1591,113921.77
1592,152022.55
1593,136505.53
1594,159657.44
1595,148181.06
1596,244791.34
1597,178847.47
1598,174828.28
1599,178327.8
1600,212415.36
1601,74476.086
1602,127605.27
1603,75845.67
1604,264875.25
1605,254920.94
1606,170991.98
1607,250352.5
1608,197604.16
1609,204652.9
1610,135828.2
1611,140885.23
1612,165755.36
1613,160475.23
1614,127436.016
1615,106071.555
1616,106071.555
1617,106071.555
1618,111860.805
1619,120730.95
1620,234033.78
1621,128443.484
1622,150848.53
1623,280227.5
1624,186070.05
1625,138062.08
1626,181365.17
1627,172596.97
1628,278175.94
1629,172915.92
1630,357884.72
1631,243974.05
1632,270606.1
1633,165037.64
1634,173698.95
1635,162670.89
1636,166131.3
1637,173116.61
1638,197137.98
1639,191802.52
1640,273370.25
1641,181609.89
1642,213222.67
1643,252483.42
1644,243593.45
1645,177549.84
1646,161855.19
1647,182211.39
1648,131412.1
1649,133524.36
1650,85408.25
1651,108189.16
1652,130114.914
1653,130114.914
1654,166540.39
1655,174302.02
1656,165089.67
1657,166540.39
1658,165089.67
1659,150261.92
1660,130625.38
1661,402297.66
1662,381025.06
1663,346214.38
1664,456637.9
1665,311592.72
1666,284189.88
1667,300210.53
1668,295228.7
1669,285181.53
1670,318581.62
1671,248497.31
1672,398878.34
1673,307000.28
1674,262313.4
1675,176702.42
1676,173512.1
1677,199082.45
1678,414062.7
1679,335147.12
1680,353555.75
1681,277195.7
1682,275656.4
1683,205220.25
1684,177495.84
1685,162952.62
1686,184366.45
1687,164781.42
1688,192587.78
1689,189153.75
1690,180136.33
1691,172965.16
1692,251604.45
1693,164781.42
1694,165158.23
1695,166574.84
1696,255921.64
1697,166574.84
1698,329435.06
1699,316394.4
1700,233064.44
1701,283344.38
1702,273705.84
1703,266758.97
1704,274437.28
1705,240996.31
1706,401827.6
1707,232167.0
1708,204854.53
1709,286479.84
1710,239475.2
1711,238697.34
1712,314702.25
1713,236024.42
1714,223262.52
1715,191275.78
1716,173698.45
1717,168974.31
1718,154828.3
1719,203445.92
1720,251274.92
1721,167317.83
1722,137553.5
1723,146354.02
1724,233902.12
1725,228956.0
1726,172720.97
1727,175107.27
1728,181050.02
1729,158046.78
1730,153170.08
1731,129531.34
1732,122586.81
1733,122586.81
1734,97313.46
1735,125460.42
1736,125460.42
1737,312472.38
1738,206859.52
1739,313668.88
1740,235143.77
1741,157611.67
1742,163979.8
1743,176282.67
1744,273462.03
1745,229902.9
1746,237989.03
1747,216654.28
1748,232012.17
1749,158585.81
1750,135597.33
1751,222686.67
1752,122586.81
1753,155109.05
1754,207884.27
1755,171790.3
1756,109985.17
1757,122586.81
1758,128510.07
1759,164242.8
1760,149548.02
1761,115371.62
1762,168247.64
1763,169529.7
1764,128334.016
1765,192456.52
1766,182530.88
1767,191695.64
1768,140055.52
1769,182698.72
1770,154002.11
1771,109981.51
1772,153737.06
1773,100340.44
1774,196183.92
1775,148934.22
1776,123691.19
1777,118336.27
1778,132584.56
1779,96314.71
1780,168110.47
1781,142702.06
1782,89393.95
1783,141274.2
1784,100402.836
1785,134720.52
1786,179175.05
1787,181062.12
1788,85652.336
1789,117950.914
1790,82694.24
1791,242275.28
1792,168458.33
1793,147583.48
1794,142192.88
1795,151574.27
1796,125653.44
1797,110470.13
1798,133183.23
1799,114684.4
1800,122904.87
1801,134619.9
1802,124095.14
1803,163959.61
1804,127196.56
1805,147890.45
1806,154273.2
1807,186765.03
1808,118397.01
1809,139877.56
1810,139021.89
1811,135377.5
1812,138814.88
1813,134228.9
1814,92075.05
1815,93979.74
1816,113532.016
1817,131748.25
1818,188129.55
1819,143439.23
1820,99872.086
1821,117504.7
1822,153959.88
1823,81320.43
1824,159540.58
1825,139808.81
1826,119928.625
1827,106693.3
1828,156735.42
1829,135039.11
1830,180904.9
1831,204020.58
1832,158017.02
1833,176217.34
1834,143641.08
1835,216780.95
1836,172203.19
1837,75885.99
1838,149080.03
1839,94543.86
1840,130462.68
1841,148687.11
1842,131004.58
1843,111094.11
1844,130838.85
1845,151029.94
1846,143439.52
1847,158583.19
1848,94092.336
1849,99293.086
1850,135098.97
1851,157798.89
1852,136056.84
1853,142363.23
1854,163860.88
1855,141982.11
1856,220923.98
1857,133215.23
1858,117548.58
1859,95609.86
1860,99850.9
1861,94911.83
1862,322134.16
1863,322134.16
1864,322134.16
1865,303859.7
1866,309642.22
1867,245911.0
1868,291016.7
1869,191272.52
1870,219822.83
1871,249568.2
1872,159572.48
1873,232069.31
1874,130130.02
1875,212290.86
1876,177350.6
1877,209290.84
1878,195110.86
1879,125161.07
1880,125580.164
1881,228123.94
1882,274494.6
1883,197679.25
1884,213199.17
1885,248714.2
1886,289482.03
1887,206683.14
1888,260984.19
1889,155924.47
1890,121250.97
1891,134610.53
1892,108907.56
1893,144352.23
1894,181451.58
1895,152372.17
1896,131933.52
1897,111695.945
1898,140855.61
1899,147239.45
1900,155894.89
1901,143603.67
1902,147119.6
1903,253695.44
1904,109469.82
1905,191227.19
1906,158181.73
1907,187524.66
1908,132470.03
1909,139826.5
1910,139826.5
1911,173341.19
1912,292689.84
1913,169758.17
1914,90708.06
1915,288588.75
1916,92116.46
1917,267397.5
1918,140018.44
1919,153112.4
1920,146871.44
1921,356265.38
1922,300011.53
1923,192887.55
1924,222973.05
1925,198826.64
1926,341094.34
1927,131207.62
1928,157866.84
1929,118515.875
1930,130525.266
1931,122171.06
1932,128840.96
1933,143983.31
1934,171911.64
1935,160405.89
1936,171911.64
1937,172643.22
1938,161882.42
1939,254453.52
1940,222992.45
1941,146110.7
1942,172634.95
1943,229941.16
1944,318454.62
1945,329635.0
1946,178832.23
1947,308423.12
1948,161924.12
1949,239036.22
1950,188227.33
1951,284715.5
1952,251179.3
1953,167683.64
1954,214344.6
1955,132239.27
1956,304777.0
1957,181978.7
1958,294143.34
1959,161800.45
1960,102314.16
1961,122586.81
1962,130114.914
1963,130114.914
1964,138320.89
1965,165089.67
1966,174243.36
1967,283226.97
1968,364911.03
1969,337680.88
1970,365025.28
1971,411551.1
1972,335893.0
1973,261529.08
1974,288952.94
1975,420703.22
1976,260427.89
1977,328124.3
1978,346117.72
1979,350919.38
1980,200587.77
1981,343210.44
1982,230550.67
1983,230550.67
1984,187123.84
1985,209211.6
1986,216440.52
1987,203199.47
1988,165043.64
1989,197332.7
1990,216136.52
1991,222066.34
1992,216722.73
1993,175534.9
1994,249160.42
1995,192097.05
1996,281057.22
1997,330396.28
1998,310234.7
1999,237184.5
2000,305452.7
2001,242937.97
2002,226310.22
2003,283267.38
2004,269514.38
2005,244935.73
2006,256712.38
2007,269317.16
2008,205148.66
2009,172189.3
2010,193119.19
2011,155872.03
2012,180808.05
2013,167027.62
2014,173172.55
2015,192545.58
2016,171346.2
2017,198300.52
2018,129770.81
2019,122586.81
2020,124143.35
2021,89551.766
2022,181119.78
2023,160066.52
2024,234832.67
2025,390256.16
2026,186004.1
2027,149412.84
2028,151180.47
2029,164812.81
2030,298383.4
2031,244742.17
2032,257261.05
2033,289771.3
2034,174188.25
2035,203061.67
2036,227368.19
2037,216347.64
2038,349846.03
2039,204024.42
2040,335570.62
2041,274570.1
2042,209600.19
2043,180935.72
2044,177436.72
2045,231430.34
2046,167579.66
2047,137353.62
2048,125871.555
2049,184874.17
2050,179203.75
2051,102578.32
2052,104713.24
2053,137792.97
2054,94699.74
2055,163981.42
2056,128876.8
2057,132883.89
2058,196776.53
2059,141265.25
2060,160776.27
2061,174894.9
2062,136954.83
2063,119089.46
2064,139828.44
2065,128695.51
2066,180114.44
2067,134645.08
2068,191445.55
2069,95354.94
2070,128458.664
2071,96694.75
2072,141091.2
2073,129635.086
2074,180746.23
2075,150100.75
2076,100544.83
2077,146087.52
2078,132345.1
2079,158182.77
2080,142812.94
2081,149775.5
2082,170038.33
2083,142178.61
2084,120252.01
2085,127640.484
2086,103102.06
2087,134420.56
2088,132680.78
2089,111092.39
2090,151561.89
2091,138699.61
2092,139821.6
2093,151649.5
2094,159164.83
2095,143275.5
2096,112871.94
2097,124234.42
2098,143362.02
2099,76618.17
2100,90646.82
2101,153672.17
2102,163498.94
2103,112603.95
2104,183091.03
2105,135083.67
2106,79547.555
2107,275606.8
2108,129770.81
2109,115375.68
2110,135462.95
2111,148951.0
2112,163866.31
2113,127864.75
2114,141490.64
2115,165769.27
2116,127675.49
2117,165522.92
2118,158036.88
2119,145314.05
2120,124976.16
2121,114295.29
2122,111953.17
2123,96279.72
2124,225199.84
2125,171270.52
2126,172096.66
2127,203764.5
2128,158322.78
2129,131237.27
2130,122529.02
2131,196368.06
2132,145797.11
2133,147583.48
2134,127046.19
2135,67840.88
2136,108056.77
2137,110987.92
2138,109816.45
2139,148458.22
2140,130249.74
2141,130669.41
2142,135098.97
2143,136408.03
2144,111740.625
2145,128334.016
2146,150844.08
2147,141405.39
2148,129389.13
2149,123851.87
2150,219727.2
2151,150262.06
2152,163834.27
2153,161447.3
2154,122586.81
2155,142772.19
2156,251563.16
2157,230899.34
2158,228896.31
2159,210359.81
2160,182798.53
2161,263831.38
2162,354457.16
2163,338183.62
2164,245366.97
2165,180668.25
2166,130130.02
2167,206805.03
2168,175441.69
2169,189709.62
2170,209100.16
2171,132276.45
2172,112530.92
2173,153397.55
2174,249831.4
2175,306280.94
2176,284256.7
2177,254391.11
2178,233918.81
2179,136026.61
2180,203494.39
2181,210096.55
2182,224603.52
2183,199330.33
2184,103396.17
2185,88096.41
2186,152924.98
2187,149747.55
2188,148525.2
2189,247221.95
2190,73647.78
2191,101351.336
2192,103399.82
2193,92503.3
2194,106339.15
2195,111597.68
2196,83040.51
2197,123757.11
2198,197254.12
2199,163470.89
2200,144869.56
2201,144198.39
2202,213718.25
2203,157780.39
2204,167695.6
2205,138965.81
2206,150714.7
2207,180150.72
2208,227304.89
2209,200086.34
2210,132470.03
2211,139571.14
2212,140065.4
2213,130659.74
2214,140123.4
2215,114389.15
2216,174797.61
2217,85181.13
2218,103587.35
2219,99301.766
2220,100420.98
2221,288588.75
2222,231864.7
2223,288355.88
2224,207945.45
2225,115488.7
2226,166656.53
2227,205140.86
2228,253323.2
2229,261159.0
2230,134861.27
2231,209695.66
2232,185184.22
2233,170444.48
2234,242076.8
2235,204651.22
2236,285812.56
2237,306376.97
2238,165734.83
2239,113488.78
2240,166333.89
2241,117407.836
2242,133123.38
2243,141572.5
2244,102317.46
2245,100479.98
2246,138980.08
2247,144370.44
2248,119713.21
2249,121449.34
2250,123377.47
2251,156931.39
2252,194396.78
2253,148971.02
2254,159096.6
2255,154724.61
2256,179517.25
2257,226404.64
2258,181784.64
2259,172454.11
2260,125896.65
2261,210386.53
2262,213442.31
2263,320296.8
2264,426049.25
2265,146696.12
2266,296476.22
2267,321661.62
2268,389910.03
2269,141630.98
2270,178144.47
2271,229693.17
2272,208731.12
2273,164893.83
2274,173638.97
2275,180113.06
2276,190773.47
2277,188037.78
2278,141610.61
2279,125580.164
2280,111182.5
2281,175414.02
2282,177408.22
2283,134604.03
2284,142677.06
2285,174419.33
2286,130010.28
2287,343784.3
2288,297107.94
2289,349032.97
2290,409577.34
2291,324198.06
2292,379659.34
2293,435200.03
2294,380715.16
2295,437848.97
2296,322886.06
2297,282969.94
2298,319638.62
2299,361086.78
2300,301522.78
2301,262393.28
2302,230698.89
2303,276753.5
2304,284992.56
2305,171035.67
2306,163669.4
2307,176947.84
2308,251912.17
2309,292209.47
2310,251251.11
2311,205220.25
2312,187863.94
2313,165100.31
2314,188828.45
2315,172004.94
2316,180343.27
2317,174739.16
2318,172802.84
2319,195192.28
2320,209455.83
2321,251035.94
2322,211097.66
2323,169841.17
2324,135942.92
2325,242384.5
2326,165421.94
2327,213502.89
2328,217128.5
2329,174343.25
2330,173632.56
2331,337329.03
2332,386761.72
2333,318779.9
2334,254990.05
2335,277688.3
2336,312383.06
2337,223863.2
2338,278269.47
2339,232715.55
2340,396585.28
2341,260972.11
2342,254444.5
2343,216901.67
2344,201898.5
2345,262268.44
2346,252986.25
2347,219649.33
2348,260667.0
2349,172842.11
2350,269925.38
2351,282932.9
2352,272364.88
2353,230616.62
2354,158362.03
2355,169097.02
2356,136356.17
2357,213779.73
2358,177010.94
2359,142938.84
2360,124382.81
2361,133123.38
2362,271367.25
2363,132943.75
2364,125392.04
2365,234939.36
2366,229268.02
2367,278193.53
2368,221756.27
2369,279260.97
2370,163275.58
2371,165933.31
2372,190502.06
2373,264332.4
2374,294822.2
2375,233762.12
2376,302949.4
2377,369459.97
2378,132521.6
2379,220465.11
2380,146986.92
2381,163239.62
2382,204647.47
2383,228260.75
2384,238137.56
2385,160444.11
2386,138080.36
2387,132668.3
2388,103566.45
2389,130075.55
2390,117576.54
2391,128573.484
2392,124382.81
2393,174378.78
2394,157315.12
2395,194307.89
2396,160947.27
2397,185532.45
2398,122792.266
2399,81923.86
2400,87113.8
2401,108868.1
2402,137675.4
2403,173736.9
2404,142359.3
2405,159673.66
2406,141294.88
2407,131207.62
2408,133901.62
2409,139349.5
2410,177679.66
2411,126059.086
2412,139439.78
2413,143659.9
2414,131664.95
2415,173736.9
2416,142013.3
2417,147583.48
2418,126238.68
2419,138259.17
2420,126182.21
2421,139090.36
2422,126178.82
2423,139984.44
2424,159543.61
2425,213407.5
2426,115289.97
2427,139608.78
2428,186792.19
2429,91977.05
2430,142252.75
2431,134233.31
2432,133123.38
2433,140906.03
2434,117343.74
2435,153433.52
2436,99857.08
2437,122586.81
2438,125767.61
2439,125227.58
2440,150066.77
2441,132045.77
2442,128753.086
2443,127549.95
2444,126993.69
2445,92704.52
2446,152361.1
2447,227898.2
2448,135018.12
2449,126929.6
2450,173384.83
2451,132210.05
2452,246556.97
2453,95576.984
2454,108397.44
2455,125690.08
2456,141577.42
2457,125873.266
2458,141037.95
2459,123784.15
2460,154047.52
2461,131289.23
2462,142910.03
2463,132447.33
2464,215349.92
2465,150264.25
2466,90093.68
2467,161670.22
2468,90872.164
2469,94361.96
2470,215695.84
2471,204769.83
2472,196337.56
2473,96672.91
2474,101691.94
2475,226260.16
2476,130066.195
2477,128579.02
2478,157036.84
2479,116589.664
2480,139417.5
2481,133123.38
2482,120002.234
2483,123969.35
2484,127316.28
2485,125460.42
2486,149304.42
2487,203484.14
2488,160610.92
2489,153781.58
2490,119976.48
2491,95644.27
2492,177027.75
2493,132770.67
2494,151794.89
2495,108877.86
2496,253339.53
2497,164549.95
2498,122586.81
2499,95520.91
2500,141687.86
2501,151308.62
2502,147834.16
2503,134869.39
2504,185330.52
2505,205759.33
2506,291345.1
2507,351963.75
2508,291345.1
2509,222409.19
2510,249233.42
2511,189375.86
2512,204582.14
2513,212618.1
2514,209033.81
2515,132045.77
2516,153898.05
2517,130130.02
2518,136535.77
2519,215721.53
2520,200303.64
2521,195516.52
2522,213415.19
2523,95571.66
2524,140598.42
2525,139499.56
2526,133123.38
2527,124285.63
2528,100283.27
2529,122586.81
2530,94814.2
2531,237891.42
2532,219337.22
2533,199008.45
2534,259133.88
2535,316521.8
2536,217236.19
2537,216189.75
2538,197129.12
2539,181910.05
2540,186064.55
2541,178910.02
2542,149891.16
2543,104149.58
2544,111506.69
2545,138750.67
2546,156117.62
2547,145388.3
2548,148985.1
2549,144770.66
2550,776826.6
2551,134610.53
2552,128334.016
2553,101351.336
2554,128625.0
2555,131255.03
2556,102441.945
2557,70025.12
2558,178998.92
2559,152246.9
2560,154047.02
2561,149748.38
2562,131500.5
2563,150508.9
2564,197772.7
2565,109060.38
2566,146722.55
2567,142885.77
2568,179482.89
2569,177845.12
2570,132881.17
2571,166366.14
2572,178521.5
2573,240695.25
2574,269577.94
2575,143963.44
2576,156882.39
2577,130436.3
2578,119713.21
2579,94526.28
2580,169821.77
2581,97953.664
2582,126157.13
2583,285738.2
2584,164343.33
2585,164849.66
2586,191886.9
2587,212857.1
2588,153357.23
2589,145101.4
2590,216923.36
2591,188995.45
2592,263523.16
2593,280020.6
2594,187181.42
2595,224526.45
2596,301256.88
2597,184910.61
2598,282054.1
2599,379143.88
2600,104630.18
2601,132040.02
2602,106071.555
2603,102554.61
2604,106071.555
2605,96046.63
2606,128807.19
2607,173295.14
2608,156267.89
2609,135915.83
2610,118515.875
2611,113902.8
2612,138887.38
2613,119713.21
2614,123314.22
2615,169341.98
2616,146135.06
2617,173588.47
2618,155456.44
2619,259590.9
2620,166067.72
